year,month,day,zone,vessel,sampler,crab.number,sex,shell.condition,carapace.width,egg.colour,eggs.remaining,gonad.colour,missing.legs,maturity,barnacles,spiroidea,comment,weight,location,sample.egg.count,sample.egg.weight,egg.weight,fecundity,egg.development
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,133,2,4,64,2,4,3,**********,M,*,*,*,105,Snow Crab Survey,500,0.0322,3.5748,55509,8
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,134,2,4,70.4,2,4,3,**********,M,*,*,*,129.8,Snow Crab Survey,500,0.0358,5.0599,70669,4
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,135,2,4,83.4,2,4,3,**********,M,*,*,*,231.5,Snow Crab Survey,500,0.0281,6.4130,114110,11
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,136,2,4,68.9,1,4,3,*********1,M,1,*,*,111.8,Snow Crab Survey,500,0.0311,4.1230,66286,6
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,137,2,4,71.6,2,3,4,1*********,M,*,*,*,124.3,Snow Crab Survey,500,0.0278,2.8299,50897,6
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,138,2,4,60.6,2,4,3,****1*****,M,*,*,*,87.6,Snow Crab Survey,500,0.0302,2.9897,49498,9
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,139,2,4,71.1,2,4,3,****7*****,M,1,*,*,127.1,Snow Crab Survey,500,0.0264,2.9103,55119,11
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,140,2,4,66.7,2,4,3,**********,M,*,*,*,111.4,Snow Crab Survey,500,0.0210,2.1881,52098,11
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,141,2,4,58.9,2,4,3,**********,M,*,*,*,78.5,Snow Crab Survey,500,0.0297,2.6631,44833,9
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,142,2,4,65.5,2,4,3,**********,M,1,*,*,113.4,Snow Crab Survey,500,0.0246,2.3913,48604,9
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,143,2,4,63.7,1,4,3,**********,M,1,*,*,89.9,Snow Crab Survey,500,0.0283,3.2737,57839,0
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,144,2,4,62.7,2,3,3,**********,M,*,*,*,88.6,Snow Crab Survey,500,0.0268,2.1327,39789,11
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,145,2,4,60,2,4,3,*********1,M,1,*,*,80.8,Snow Crab Survey,500,0.0316,3.0764,48677,8
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,146,2,4,73.6,2,4,3,**********,M,*,*,*,166.3,Snow Crab Survey,500,0.0271,3.3748,62266,9
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,147,2,4,64.8,2,2,4,*1********,M,*,*,*,88.6,Snow Crab Survey,500,0.0290,1.7474,30128,6
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,148,2,4,68.3,2,4,3,**********,M,1,*,*,114.2,Snow Crab Survey,500,0.0323,4.0121,62107,4
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,149,2,4,65.1,2,4,3,**********,M,*,*,*,105.7,Snow Crab Survey,500,0.0244,2.5714,52693,11
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,150,2,4,71.8,2,4,3,**********,M,*,*,*,132.3,Snow Crab Survey,500,0.0305,4.8663,79775,4
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,151,2,4,57.9,2,4,4,**********,M,*,*,*,68.4,Snow Crab Survey,500,0.0249,1.6704,33542,7
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,152,2,4,74,2,4,3,****7****7,M,1,*,*,153.6,Snow Crab Survey,500,0.0292,4.8462,82983,4
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,153,2,4,72.9,2,4,3,*7******77,M,*,*,*,131.6,Snow Crab Survey,500,0.0278,3.7998,68342,11
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,154,2,4,65.4,1,4,3,********11,M,1,*,*,127.9,Snow Crab Survey,500,0.0299,3.2577,54477,9
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,155,2,4,59.7,2,4,3,**********,M,*,*,*,80.3,Snow Crab Survey,500,0.0261,2.0523,39316,6
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,156,2,4,55.9,2,4,3,7*********,M,*,*,*,76.6,Snow Crab Survey,500,0.0319,2.5415,39835,11
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,157,2,4,60.6,2,4,2,**********,M,1,*,*,85.5,Snow Crab Survey,500,0.0260,1.8389,35363,6
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,158,2,4,61.6,2,4,3,********2*,M,1,*,*,91.6,Snow Crab Survey,500,0.0251,1.9651,39145,9
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,159,2,4,66.9,2,4,3,**********,M,*,*,*,115.4,Snow Crab Survey,500,0.0278,3.9176,70460,11
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,160,2,4,73.5,2,4,3,***17*****,M,*,*,*,139.8,Snow Crab Survey,500,0.0289,6.1718,106779,8
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,161,2,4,61.3,2,4,3,**********,M,1,*,*,86,Snow Crab Survey,500,0.0243,2.2246,45774,11
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,162,2,4,83.8,2,4,3,********1*,M,*,*,*,200.9,Snow Crab Survey,500,0.0315,7.2233,114656,9
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,163,2,4,73.3,2,3,4,**********,M,1,*,*,133.7,Snow Crab Survey,500,0.0278,3.1393,56462,6
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,164,2,4,82.3,1,4,3,*****7****,M,*,*,*,199.1,Snow Crab Survey,500,0.0321,7.2529,112974,0
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,165,2,4,64.8,1,4,3,**********,M,1,*,*,99.8,Snow Crab Survey,500,0.0276,3.3017,59813,0
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,166,2,4,60.7,2,4,3,**********,M,*,*,*,111.6,Snow Crab Survey,500,0.0310,3.3975,54798,9
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,167,2,4,61.8,2,4,3,**********,M,*,*,*,89.7,Snow Crab Survey,500,0.0300,3.3564,55940,9
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,168,2,4,64.1,2,4,3,**1*******,M,1,*,*,93.1,Snow Crab Survey,500,0.0266,2.7018,50786,11
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,169,2,4,59.3,2,4,3,**********,M,1,*,*,91.5,Snow Crab Survey,500,0.0291,2.0050,34450,0
2015,10,16,19,JEAN MATHIEU,ALLAIN MORIYASU MCCAIE CORMIE,170,2,4,61,2,4,4,**********,M,1,*,*,75.9,Snow Crab Survey,500,*,*,*,6
,,,,,,,,,,,,,,,,,,,,,,,,
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,1,2,4,74,1,4,2,**********,M,*,*,LAB 1 / H/O/G 01,*,Cheticamp Lab,500,0.0318,4.2247,66426,6
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,2,2,4,66.5,1,4,2,**********,M,1,*,LAB 2 / H/O/G 2,*,Cheticamp Lab,500,0.0311,3.4226,55026,6
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,3,2,4,68.2,1,4,2,**********,M,*,*,LAB 3 / H/O/G 03,*,Cheticamp Lab,500,0.0299,3.6557,61132,7
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,4,2,4,70.8,1,4,2,**********,M,1,*,LAB 4 / H/O/G 04,*,Cheticamp Lab,500,0.0293,4.0656,69379,6
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,5,2,4,52.4,1,4,2,*1********,M,1,*,LAB 5 / H/O/G 05,*,Cheticamp Lab,500,0.0319,1.7586,27564,7
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,6,2,4,61.2,1,4,2,**********,M,*,*,LAB 6 / H/O/G 06,*,Cheticamp Lab,500,*,*,*,6
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,7,2,4,66.3,1,4,5,***1******,M,1,*,LAB 7 / H/O/G 07,*,Cheticamp Lab,500,0.0277,3.6129,65215,7
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,8,2,3M,55.7,1,4,5,**********,M,*,*,LAB 8 / H/O/G 08,*,Cheticamp Lab,500,0.0308,2.1218,34445,0
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,9,2,4,55.1,1,4,5,**********,M,1,*,LAB 9 / H/O/G 09,*,Cheticamp Lab,500,0.0260,1.7527,33706,4
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,10,2,4,55.5,1,4,5,**********,M,1,*,LAB 10 / H/O/G 10,*,Cheticamp Lab,500,0.0309,1.8986,30722,6
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,11,2,4,66.8,1,4,5,**********,M,*,*,LAB 11 / H/O/G 11,*,Cheticamp Lab,500,0.0297,3.0616,51542,7
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,12,2,3M,59.8,1,4,4,**********,M,*,*,LAB 12 / H/O/G 12,*,Cheticamp Lab,500,0.0324,2.9805,45995,7
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,13,2,4,75.3,1,4,5,******1**1,M,1,*,LAB 13 / H/O/G 13,*,Cheticamp Lab,500,0.0272,2.9645,54494,0
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,14,2,4,56.1,1,4,5,******1***,M,*,*,LAB 14 / H/O/G 14,*,Cheticamp Lab,500,*,*,*,7
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,15,2,4,49,1,4,2,**********,M,*,*,LAB 15 / H/O/G 15,*,Cheticamp Lab,500,0.0293,1.4549,24828,7
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,16,2,4,61.5,1,4,2,*********1,M,*,*,LAB 16 / H/O/G 16,*,Cheticamp Lab,500,0.0322,2.8742,44630,7
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,17,2,4,55.3,1,4,2,****1*****,M,1,*,LAB 17 / H/O/G 17,*,Cheticamp Lab,500,0.0316,2.2288,35266,7
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,18,2,3M,63.1,1,4,2,**********,M,*,1,LAB 18 / H/O/G 18,*,Cheticamp Lab,500,0.0332,3.3426,50340,0
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,19,2,4,81.6,1,4,3,*********1,M,1,*,LAB 19 / H/O/G 19,*,Cheticamp Lab,500,0.0271,4.9983,92220,9
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,20,2,4,84.2,1,4,3,********1*,M,1,*,LAB 20 / H/O/G 20,*,Cheticamp Lab,500,0.0301,5.8742,97578,9
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,21,2,4,65.8,1,4,2,**********,M,*,*,LAB 21 / H/O/G 21,*,Cheticamp Lab,500,0.0277,4.2731,77132,7
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,22,2,4,75,1,4,2,*11*******,M,*,*,LAB 22 / H/O/G 22,*,Cheticamp Lab,500,0.0281,2.2391,39842,6
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,23,2,4,64.8,1,4,2,**********,M,*,*,LAB 23 / H/O/G 23,*,Cheticamp Lab,500,0.0317,3.8353,60494,0
2015,9,16,19,CCGS M.PERLEY,M.MORIYASU,24,2,4,67.1,1,4,2,*********1,M,1,*,LAB 24 / H/O/G 24,*,Cheticamp Lab,500,0.0273,2.0774,38048,7
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
