year,month,day,sample,zone,location,vessel,sampler,crab.number,sex,shell.condition,carapace.width,abdomen.width,egg.colour,eggs.remaining,fecundity,egg.development,gonad.colour,egg.comment,missing.legs,maturity,barnacles,egg.colour.L,egg.colour.a,egg.colour.b,gonad.colour.L,gonad.colour.a,gonad.colour.b,hepato.colour.L,hepato.colour.a,hepato.colour.b,comment,weight,gonad.weight,hepato.weight
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",182,2,4,68.63,*,OF,100,49472.06731,6,OC,*,11**1*****,M,*,46.8,25.37,24.54,62.07,17.83,31.64,34.12,7.26,-0.19,*,111.5,1.9896,4.7966
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",183,2,4,60.88,*,OC,100,44207.13115,6,O,*,**1***1***,M,*,46.51,26,23.93,57.95,31.54,39.61,47.76,7.8,17.86,*,89.5,1.8128,5.521
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",184,2,4,61.77,*,OF,100,43607.23323,9,O,*,**********,M,1,39.77,23.95,13.92,56.6,34.09,41.37,*,*,*,*,95.2,4.2856,4.2878
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",185,2,4,56.95,*,OF,100,29863.39806,nf,OC,Point rouge sur gonade,*1**1**11*,M,1,44.36,25.49,21.25,53.4,16.17,25,38.14,8.33,6.87,*,57.1,1.2358,3.2408
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",186,2,4,61.02,*,OF,100,41066.76582,6,OC,*,1**1******,M,*,44.55,23.89,21.44,56.77,17.22,25.53,36.7,8.87,6.8,*,84.98,1.588,3.895
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",187,2,4,61.42,*,OF,100,42546.31229,9,O,*,*1*1*1***1,M,*,41,21.89,14.76,57.05,31.72,39.99,40.62,6.68,8.02,*,81,3.4986,4.2311
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",188,2,4,54.72,*,OF,50,15638.77524,6,Beige,*,*****1****,M,1,44.27,23.24,21.59,61.24,10.28,25.48,40.75,7.18,8.22,*,67.2,0.6727,2.9
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",189,2,4,55.9,*,OF,100,37308.48024,10,O,*,1*******1*,M,*,47.33,26.26,24.77,60.24,24.69,35.93,45.02,7.93,14.57,*,66.7,1.2684,3.2368
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",190,2,4,59.89,*,O,100,46919.79341,6,O,*,**********,M,1,46.56,24.31,23.19,55.15,25.6,34.32,42.6,7.46,8.53,*,85.9,2.373,5.3462
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",191,2,4,55.48,*,OF,75,29310.86705,5,O,*,***11*11**,M,1,43.8,27.43,20.76,53.97,28.23,31.84,37.94,9.42,4.66,*,79.4,1.1243,3.839
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",192,2,4,66.76,*,OF,75,43655.67073,9,O,*,****1****1,M,*,39.99,21.93,13.67,59.34,30.93,42.78,43.25,8.14,11.45,*,95.5,4.7923,5.2326
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",193,2,4,60.58,*,OF,100,41488.33333,9,O,*,**********,M,*,41.66,24.11,16.46,56.83,29.79,38.42,43.33,6.76,11.69,*,96.9,3.4811,4.4869
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",194,2,4,67.3,*,OF,100,53401.29448,nf,O,*,**********,M,*,44.14,25.27,20.2,56.46,25.22,32.55,33.64,9.48,0.86,*,111,2.1476,5.4118
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",195,2,4,54.05,*,OF,100,41241.06329,11,O,*,**1*******,M,*,40.9,20.73,13.95,57.57,28.56,39.16,43,6.95,10.15,*,109.6,3.348,4.0003
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",196,2,4,64.31,*,OF,100,52476.88889,nf,OC,*,****1*****,M,1,46.36,27,24.71,57.67,22.23,32.31,37.68,9.74,6.68,*,106.9,1.7625,4.526
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",197,2,4,52.3,*,OF,100,29212.60177,9,O,*,****1*****,M,*,40.68,22.31,14.09,55.05,34.72,37.91,44.53,10.3,15.7,*,58.7,3.6742,3.1845
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",198,2,4,49.72,*,OF,100,24765.425,5,OC,*,**********,M,1,44.47,25.6,21.44,56.81,24.51,34.05,36.28,9.69,5.33,*,64,0.9376,2.4236
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",199,2,4,50.76,*,OF,100,32660.54276,6,O,*,**********,M,*,44.02,24.65,19.76,53.79,29.27,33.26,42.38,7.61,8.41,*,59,1.4804,3.3657
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",200,2,4,68.36,*,OF,100,61013.30746,9,O,*,*1**1*****,M,*,40.53,20.14,14.25,57.63,28.33,39.85,36.62,7.83,2.87,*,123.5,4.8452,6.962
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",201,2,4,57.28,*,OF,100,36873.9871,5,Beige,*,**********,M,*,46.71,25.53,24.11,58.83,10.88,22.77,36.39,9.23,5.16,*,82.2,1.0814,3.2695
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",202,2,4,70.13,*,OF,100,57010.60784,nf,OC,*,**********,M,*,45.78,26.21,23.44,56.08,24.85,30.84,37.17,8.22,4.45,*,121.3,2.1189,6.5153
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",203,2,4,59.44,*,OF,100,46569.59639,5,Beige,,**********,M,1,44.93,26.41,21.87,55.39,16.21,25.67,37.35,8.13,5.03,*,90.6,1.3753,3.661
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",204,2,4,55.64,*,OF,100,36607.73994,4,OC,Point rouge sur gonade,**********,M,*,47.55,27.41,25.91,56.63,27.94,36.74,38.42,9.06,6.85,*,61.1,1.6517,3.1832
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",205,2,4,53.04,*,OF,100,32762.06811,6,O,*,**********,M,*,44.53,27.81,21.9,55.08,34.29,36.19,45.47,8.01,12.11,*,65.5,1.2113,4.418
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",206,2,4,70.61,*,OF,75,64962.16923,6,OC,*,**********,M,*,46.15,24.1,23.49,57.71,26.71,37.16,34.03,8.1,0.53,Abdomen deformed,131.1,2.6591,5.4374
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",207,2,4,44,*,OF,100,16840.6183,5,O,*,**********,M,*,47.5,26.51,25.24,55.93,29.19,34.92,44.4,8.99,13.81,*,32.9,0.5803,2.0341
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",208,2,4,69.23,*,OF,100,69332.59306,nf,OC,*,**********,M,1,48.06,23.1,25.38,56.67,24.36,33.24,36.84,9.12,5.13,*,126.7,2.8436,5.9534
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",209,2,4,65.47,*,OF,100,46328.07921,8,OC,*,**********,M,1,41.07,23.86,14.52,59.98,28.92,40.47,38.55,9.82,7.08,*,114.1,3.8755,6.1558
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",210,2,4,98.41,*,OF,100,72092.74837,6,OC,*,**********,M,*,44.34,25.19,21.36,56.57,26.57,34.53,40.56,8.29,9.12,*,145.7,3.4325,6.5417
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",211,2,4,46.16,*,OF,100,23499.22785,6,OC,*,**********,M,*,46.43,24.35,23.41,56.73,25.92,27.57,44.2,7.81,11.95,*,36.2,0.8564,2.3237
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",212,2,4,63.18,*,OF,100,64035.81877,6,OC,*,**********,M,*,45.48,24.83,21.94,51.79,24.78,30.86,33.26,8.15,0.47,*,101.1,2.9073,4.1955
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",213,2,4,55.41,*,OF,100,39175.16867,6,O,*,**********,M,*,46.92,24.62,24.65,56.36,31.14,37.71,45.47,6.01,10.9,*,63.2,1.7914,4.0442
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",214,2,4,68.24,*,OF,50,30965.40741,6,Beige,Point rouge sur gonade,**********,M,1,45.26,25.58,22.16,55.16,14.85,21.64,33.82,9.44,1.37,*,111.8,1.2386,4.4234
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",215,2,4,64,*,OF,100,57019.96785,9,O,*,**********,M,1,41.51,21.66,15.5,58.29,28.59,39.37,40.55,7.57,8.04,*,107.8,4.0539,5.0896
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",216,2,4,62.54,*,OF,100,61265.96805,6,O,*,**********,M,1,46.16,24.16,23.38,56.21,27.05,35.99,38.17,7.43,3.89,*,110.4,2.5476,5.0921
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",217,2,4,63.15,*,OF,75,31532.0177,nf,Beige,Point noire sur gonade/Calcifie,**********,M,1,44.51,23.84,20.75,59.97,11.59,22.93,34.75,7.62,0.61,*,90.5,1.3236,4.0975
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",218,2,4,59.23,*,OF,100,43610.76923,nf,OC,*,**********,M,*,45.74,25.52,23.52,56.76,19.96,30.7,33.04,9.29,-0.08,*,77.4,1.3149,2.9138
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",219,2,4,62.66,*,OF,100,40909.72414,4,OC,Point rouge sur gonade,**********,M,1,47.88,24.94,25.11,54.45,25.7,31.25,41.87,9.04,10.57,*,90.4,1.9462,4.5015
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",220,2,4,60.81,*,OF,100,40563.44951,9,O,*,**********,M,*,41.05,21.11,14.6,55.99,33.27,38.8,46.07,7.07,14.84,*,79.9,3.3722,4.4333
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",221,2,4,65.33,*,OF,75,33865.4717,nf,OC,*,**********,M,*,46.25,25.52,24.13,55.09,24.32,33.01,38.69,11.45,8.22,*,91,1.6692,5.4568
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",222,2,4,66.17,*,OF,100,53427.40741,nf,OC,Point rouge sur gonade,**********,M,1,44,26.65,20.58,58.36,27.91,34.68,37.01,8.39,4.49,*,115.6,2.409,6.2988
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",223,2,4,63.07,*,OF,100,50650.09934,nf,OC,*,**********,M,1,44.69,24.5,20.98,58.02,22.8,33.81,39.85,7.81,5.81,*,104.4,1.92,5.2368
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",224,2,4,61.87,*,OF,100,33491.15044,9,OC,*,**********,M,1,38.88,22.07,11.59,58.16,22.99,33.54,35.39,8.57,2.34,*,77.9,1.7124,3.582
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",225,2,4,65.12,*,OF,100,41863.61146,8,O,*,**********,M,1,36.76,21.33,8.67,56.96,33.39,40.38,40.65,8.33,8.25,*,103.1,3.827,4.9005
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",226,2,4,69.39,*,OF,100,41853.84211,9,OC,Point rouge sur gonade,**********,M,1,38.58,21.41,11.33,59.15,27.36,39.77,33.35,9.77,1.44,*,152.2,3.4421,6.3836
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",227,2,4,68.1,*,OF,100,54103.33951,nf,OC,*,**********,M,1,46.94,26.42,24.62,58.21,24.3,34.73,32.42,8.46,-0.31,*,102.2,2.0552,4.7346
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",228,2,4,54.17,*,OF,100,38306.22517,4,OC,*,**********,M,1,44.75,24.55,21.49,53.08,25.03,25.4,42.61,8.78,10.48,*,61.7,1.2145,3.4126
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",229,2,4,60.12,*,OF,100,36728.35583,4,OC,*,**********,M,1,46.26,23.34,23.29,57.87,24.05,33.95,39.54,7.77,6.91,*,92.2,1.4056,4.0613
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",230,2,4,52.46,*,OF,100,19522.06209,9,O,*,**********,M,1,39.07,20.84,11.73,56.48,33.46,40.06,46.62,7.35,16.34,*,57,2.8183,3.2221
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",231,2,4,52.55,*,OF,100,25465.6535,nf,OC,*,**********,M,1,44.98,25.82,22.15,54.32,25.86,31.09,45.23,8.09,13.58,*,59.6,0.9109,3.3346
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",232,2,4,48.82,*,OF,100,29383.5355,6,OC,*,**********,M,1,44.74,24.65,21.57,59.18,24.87,37.15,36.68,8.24,4.24,*,54.7,0.9007,2.7208
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",233,2,4,47.74,*,OF,100,26753.31073,6,O,*,**********,M,*,43.33,27.7,20.45,53.94,31.6,35.21,48.16,7.75,17.82,Aucun histologie,45,1.0097,2.669
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",234,2,4,50.74,*,OF,100,26052.04698,9,O,*,**********,M,1,39.81,24.05,14.03,56.29,29.8,33,41.69,8.08,11.75,*,55.3,3.2149,2.6707
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",235,2,4,58.09,*,OF,100,42916.77815,9,O,*,**********,M,*,41.1,25.26,16.47,52.36,34.29,34.96,46.12,6.73,16.03,*,75.2,4.5314,4.3405
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",236,2,4,60.7,*,OC,100,37033.80195,nf,OC,*,**********,M,*,45.73,24.21,22.51,58.02,25.08,35.99,34.5,8.98,2.61,*,78.1,1.435,4.5131
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",237,2,4,62.09,*,OF,75,28396.6623,nf,Beige,*,**********,M,*,45.04,22.46,21.67,62.17,18.95,34.83,33.18,8.94,0.07,*,83.3,1.1403,3.7317
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",238,2,4,53.32,*,OF,100,33998.4127,6,O,*,**********,M,*,44.69,27.26,22.21,55.12,31.53,37.08,46.16,7.55,14.02,*,55.4,1.6248,3.1927
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",239,2,4,56.88,*,OF,100,51187.44156,6,O,*,**********,M,*,46.77,25.4,23.63,54.81,31.05,35.2,45.83,6.56,10.63,*,73,1.8915,4.6153
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",240,2,4,53.63,*,OF,100,26850,9,O,*,**********,M,1,40.48,22.52,14.28,54.67,31.83,36.81,46.46,7.71,13.15,*,78,3.0585,3.9978
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",241,2,4,53.92,*,OF,100,34762.4984,6,OC,*,**********,M,*,45.02,26,22.04,56.75,28.18,36.98,44.9,7.73,12.52,*,64.5,1.4146,3.276
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",242,2,4,54.45,*,OF,100,37611.83386,6,O,*,**********,M,*,41.14,23.48,15.61,55.88,31.41,39.53,50.07,5.91,17.31,*,70.8,3.9806,3.5596
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",243,2,4,53.92,*,OF,100,39140.26316,11,O,*,**********,M,1,40.05,23.19,13.68,54.51,34.21,38.17,42.85,6.47,8.41,*,61.6,3.9608,3.7714
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",244,2,4,49.11,*,OF,100,41622.37778,nf,OC,*,**********,M,1,45.8,25.87,22.64,56.46,26.18,32.26,41.55,7.65,8.51,Aucun histologie,48.6,0.7006,2.9637
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",245,2,4,67.45,*,OF,100,47935.33981,nf,OC,*,**********,M,1,44.63,23.43,21.22,60.53,24.03,33.77,40.48,7.97,6.55,*,121.1,2.1413,6.2367
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",246,2,4,52.81,*,OF,100,32704.92409,5,OC,*,**********,M,1,43.77,24.11,20.25,57.59,23.93,31.06,44.79,6.38,10.22,*,69.7,1.4128,3.7106
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",247,2,4,48.95,*,OF,100,24869.97598,9,O,*,**********,M,*,41.16,23.95,14.47,53.81,34.18,35.43,50.48,6.36,16.93,*,57.3,3.0122,3.1931
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",248,2,4,54.01,*,OF,100,21537.28528,4,OC,*,**********,M,*,43.76,25.56,20.13,53.44,21.65,24.35,45.31,6.58,11.53,*,56.4,0.9738,3.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
