Sampler ID,Process,Date Measured,Survey Tow ID,Crab #,Time (out of formalin),Abdomen Width,Abdomen Height,Combined Wet Weight,Wet Weight (egg and pleopods),Wet Weight Setaes Only,Wet Weight Abdomen (flap),Rinse Start Time,Rinse End Time,Total Weight (dry uncleaned eggs),Date of Egg Cleaning, Dry Weight (Egg Dust Only),Date Weighed (Egg Dust Only),Dry Weight (Pleopods Only),Date Weighed (Dry Pleopods Only),Dry Weight (Pleopods Plus Dust),Date Weighed (Pleopod plus Dust) ,Dry Weight 1 (clean dry eggs/Out of Oven),Number in Subsample 1,Weight of Subsample 1,Dry Weight 2 (clean dry eggs/Out of Oven),Number in Subsample 2,Weight of Subsample 2,Date Eggs Were Counted,Start Time (counting),End Time (Counting),Development Stage,WEIGHT TO ADD?,Comments 1 (rincage),Comments 2 (nettoyage), Comments 3 (development),LEGENDE
Emily & Murray,Min,21/2/2020,6f,17,9h51,45.75,30.49,15.2656,9.5540,0.8161,3.6353,10h32,13h02,3.0482,5/3/2020,*,*,*,*,0.0636,9/3/2020,2.9754,467,0.0300,*,*,*,*,*,*,NF,,lots of loose eggs,parasites,,
Emily,Min,21/2/2020,1f,77,9h51,48.19,29.02,15.5220,9.0720,1.2748,3.6220,10h41,13h05,2.5042,5/3/2020,*,*,*,*,0.0512,9/3/2020,2.4529,518 (P),0.0304,*,*,*,9/3/2020,*,*,4,,,,,
Emily,Min,21/2/2020,75f,79,9h51,51.16,32.09,23.1632,14.1167,1.3219,3.7356,10h52,13h07,4.5507,2/3/2020,*,*,*,*,0.0989,9/3/2020,4.4466,523 (P),0.0300,*,*,*,10/3/2020,*,*,5,,,parasites,,
Emily,*,21/2/2020,89f,29,11h03,50.40,32.49,16.5201,10.7650,1.4559,3.6204,11h27,13h09,3.0931,24/2/2020,0.0753,25/2/2020,0.0129,28/2/2020,*,*,3.0136,508,0.0297,2.9746,506,0.0294,*,*,*,8,,,,,
Emily,Min,21/2/2020,11f,20,11h03,54.64,33.53,25.2277,17.6677,1.5464,5.0818,11h35,13h10,5.2555,31/3/2021,*,*,*,*,0.1243,4/4/2021,5.0970,505,0.0314,*,*,*,4/4/2021,*,*,4,,lots of loose,,,
Emily,Min,21/2/2020,4f,33,11h03,49.17,31.57,19.0366,12.2557,1.6479,4.4335,11h41,13h11,3.4374,24/2/2020,0.0801,25/2/2020,0.0116,28/2/2020,*,*,3.3538,495,0.0310,3.3139,511,0.0317,*,*,*,4,,,,,
Emily & Murray,Min,21/2/2020,21,10,11h12,47.29,31.14,19.5080,12.9589,1.2754,3.9565,11h48,13h13,3.9867,24/2/2020,0.0785,26/2/2020,0.0148,4/3/2020,*,*,3.8951,523,0.0315,3.8698,544,0.0320,*,*,*,4,,,parasites,,
Emily,Min,21/2/2020,12f,55,11h12,45.93,30.31,14.9778,9.7946,1.1413,3.1888,11h54,13h14,2.8213,24/2/2020,0.0605,25/2/2020,0.0068,27/2/2020,*,*,2.7575,466,0.0300,2.7228,473,0.0291,*,*,*,4,,lots of loose eggs,oily,,
Emily & Murray,Min,28/2/2020,344f,21,13h12,39.42,26.01,12.8080,9.7640,0.7517,1.9316,13h37,15h12,2.8442,5/2/2020,*,*,*,*,0.0496,10/3/2020,2.7877,485,0.0308,*,*,*,10/3/2020,*,*,S,,,,,
Emily & Murray,Min,28/2/2020,278f,27,13h12,41.33,29.06,18.4768,12.5621,1.0083,3.6850,13h45,15h15,3.2770,5/2/2020,*,*,*,*,0.0688,10/3/2020,3.1956,538 (P),0.0307,*,*,*,10/3/2020,*,*,8,,,parasites,,
Emily & Murray,Min,28/2/2020,242f,46,13h12,33.29,21.10,4.7406,3.0647,0.3822,0.9715,13h52,15h16,0.7908,5/2/2020,*,*,*,*,0.0154,6/3/2020,0.7720,569,0.0304,*,*,*,6/3/2020,*,*,6,,mushy abdomen,,,
Emily & Murray,Min,28/2/2020,213f,132,13h12,39.35,26.24,10.5405,7.0670,0.6555,2.3836,13h59,15h24,2.1323,5/2/2020,*,*,*,*,0.0534,9/3/2020,2.0634,480,0.0303,*,*,*,9/3/2020,*,*,3 F,,,parasites,fertilized but develop not clear,
Emily & Murray,Min,28/2/2020,253f,170,13h12,33.30,19.39,4.7625,3.2367,0.3055,0.8869,14h05,15h29,0.9923,5/2/2020,*,*,*,*,0.0167,9/3/2020,0.9706,581,0.0305,*,*,*,9/3/2020,*,*,9 F,,mushy abdomen,,fertilized but develop not clear,
Emily & Murray,Min,28/2/2020,239A1,93,14h04,44.04,25.88,10.3810,7.3376,0.7289,1.9270,14h27,15h34,2.1072,5/2/2020,*,*,*,*,0.0374,9/3/2020,2.0591,592,0.0303,*,*,*,9/3/2020,*,*,4,,,,,
Emily & Murray,Min,28/2/2020,211F,83,14h04,31.57,19.18,5.5380,3.6937,0.2888,1.2730,14h35,14h35,1.1955,5/2/2020,*,*,*,*,0.0168,9/3/2020,1.1732,442,0.0307,*,*,*,9/3/2020,*,*,3,,,parasites,,
Emily & Murray,Min,28/2/2020,290f,58,14h04,35.88,23.89,8.1635,5.1696,0.5528,2.0588,14h44,15h42,1.3412,5/2/2020,*,*,*,*,0.0292,10/3/2020,1.3036,554,0.0300,*,*,*,10/3/2020,*,*,8,,,parasites,,
Emily & Murray,Min,28/2/2020,182f,105,14h04,32.81,22.15,4.9433,2.5871,0.3449,1.1650,14h50,15h45,0.8857,5/2/2020,*,*,*,*,0.0147,10/3/2020,0.8680,524,0.0303,*,*,*,10/3/2020,*,*,7,,,,,
Emily & Murray,Min,28/2/2020,281f,60,14h04,38.10,25.49,9.6368,5.6890,0.6617,2.3937,14h57,15h49,1.4637,5/2/2020,*,*,*,*,0.0273,10/3/2020,1.4266,555,0.0303,*,*,*,10/3/2020,*,*,8,,,,,
Emily & Murray,Min,2/3/2020,324f,18,9h48,40.94,25.38,10.9620,8.0117,0.5715,2.0347,10h26,12h58,2.3912,5/2/2020,*,*,*,*,0.0396,9/3/2020,2.3417,479,0.0304,*,*,*,9/3/2020,*,*,8,,lots of loose eggs & missing setae,,,
Emily & Murray,Min,2/3/2020,223f,274,9h48,36.95,21.93,5.4570,3.4964,0.4453,1.2703,10h35,13h00,0.9987,5/2/2020,*,*,*,*,0.0209,9/3/2020,0.9738,581,0.0306,*,*,*,9/3/2020,*,*,S,,,dropped,,
Emily & Murray,Min,2/3/2020,294,42,9h48,43.93,31.26,14.7127,9.5550,0.7871,3.7266,10h41,13h18,2.3962,5/2/2020,*,*,*,*,0.0522,9/3/2020,3.3286,506,0.0302,*,*,*,9/3/2020,*,*,9,,lots of loose eggs,parasites,,
Emily & Murray,Min,2/3/2020,184A3,328,9h48,42.35,26.44,10.5763,6.9048,0.7289,2.1644,10h48,13h24,1.9904,5/2/2020,*,*,*,*,0.0397,9/3/2020,1.9408,536,0.0303,*,*,*,9/3/2020,*,*,8,,,,,
Emily,Min,2/3/2020,295f,61,9h48,45.61,29.08,25.1305,17.2684,0.8938,2.7959,11h10,13h32,2.4520,31/2/2021,*,*,*,*,0.1488,1/4/2021,2.2242,737,0.0304,*,*,*,1/4/2021,*,*,12,,lots of loose eggs,parasites,,
Emily,Min,2/3/2020,331f,52,11h08,54.09,34.66,20.6782,13.1356,1.7762,5.4080,11h29,14h00,3.0493,9/3/2020,*,*,*,*,0.0949,9/3/2020,2.9393,629,0.0300,*,*,*,9/3/2020,*,*,8,,,parasites,,
Emily,Min,2/3/2020,290f,59,11h08,36.43,25.06,7.6767,5.2200,0.4757,1.5844,11h34,14h01,1.5777,9/3/2020,*,*,*,*,0.0239,9/3/2020,1.5466,575 (P),0.0326,*,*,*,9/3/2020,*,*,S,,,,,
Emily,Min,2/3/2020,323f,20,11h15,39.62,24.12,7.6984,5.1154,0.5793,1.7655,11h41,14h20,1.3472,5/3/2020,*,*,*,*,0.0228,9/3/2020,1.3116,553,0.0300,*,*,*,9/3/2020,*,*,4,,,,,
Emily,Min,2/3/2020,123f,166,13h02,42.46,24.71,8.3730,5.4006,0.7354,1.8714,13h24,14h30,1.6154,5/3/2020,*,*,*,*,0.0337,9/3/2020,1.5731,579,0.0324,*,*,*,9/3/2020,*,*,5,,,,,
Emily & Murray,Min,2/3/2020,199f,90,13h02,48.17,33.11,21.2039,14.3580,1.1428,4.5364,13h31,14h56,3.5971,5/3/2020,*,*,*,*,0.0686,10/3/2020,3.5018,468 (P),0.0310,*,*,*,10/3/2020,*,*,8,,lots of loose eggs,parasites,,
Emily,Min,2/3/2020,335f,29,13h02,37.77,23.08,9.5801,6.4723,0.5055,1.7072,13h44,14h57,2.0328,5/3/2020,*,*,*,*,0.0342,9/3/2020,1.9847,509,0.0297,*,*,*,9/3/2020,*,*,S,,eggs look really pale,,,
Emily,*,2/3/2020,257f,49,13h02,52.05,33.78,21.4500,12.3187,1.3309,4.4280,13h52,15h02,3.2721,31/3/2021,*,*,*,*,0.1068,1/4/2021,3.1384,520,0.0289,*,*,*,1/4/2021,*,*,8,,,parasites,,
Emily & Murray,Min,2/3/2020,199f,139,13h02,42.11,25.57,9.4176,5.5126,0.6898,2.0286,13h57,15h14,1.7333,10/3/2020,*,*,*,*,0.0284,11/2/2020,1.6969,484,0.0309,*,*,*,11/2/2020,*,*,S,,,,,
Emily & Murray,Min,2/3/2020,281f,85,13h57,41.79,27.79,11.1111,7.2605,0.8316,2.5229,14h20,15h15,1.9129,10/3/2020,*,*,*,*,0.0500,11/3/2020,1.8535,504,0.0308,*,*,*,11/3/2020,*,*,8,,lots of loose eggs,,,
Emily & Murray,Min,2/3/2020,195f,86,13h57,53.20,34.17,14.3777,7.4547,1.4139,4.5358,14h29,15h16,2.0865,10/3/2020,*,*,*,*,0.0650,11/3/2020,2.0230,458,0.0312,*,*,*,11/3/2020,*,*,3S,0.0015,,parasites, Irregular spotting in eggs,
Emily & Murray,Min,2/3/2020,216f,59,13h57,37.09,24.17,10.7436,7.4897,0.5699,1.6813,14h35,15h19,2.3554,10/3/2020,*,*,*,*,0.0392,11/3/2020,2.3080,473,0.0307,*,*,*,11/3/2020,*,*,3S,,,, Irregular spotting in eggs,
Emily,Min,2/3/2020,219f,51,13h57,40.30,25.51,9.9964,6.6532,0.7198,2.0647,14h42,15h22,1.8531,9/3/2020,*,*,*,*,0.0332,10/3/2020,1.8150,470,0.0299,*,*,*,10/3/2020,*,*,3S,,,parasites, Irregular spotting in eggs,
Emily,Min,2/3/2020,186f,28,13h57,32.89,21.88,6.3529,3.7393,0.3322,1.4079,14h50,15h26,1.2149,9/3/2020,*,*,*,*,0.0200,10/3/2020,1.1868,522,0.0327,*,*,*,10/3/2020,*,*,3S,,,parasites, Irregular spotting in eggs,
Emily,Min,2/3/2020,213f,131,14h50,39.07,22.68,7.6496,5.0466,0.4952,1.9088,15h08,16h11,1.5138,9/3/2020,*,*,*,*,0.0255,10/3/2020,1.4815,489,0.0299,*,*,*,10/3/2020,*,*,4S,,,, Irregular spotting in eggs,
Emily,Min,2/3/2020,278f,29,14h50,35.71,21.79,5.2747,3.5434,0.4061,1.0477,15h13,16h15,1.0369,9/3/2020,*,*,*,*,0.0166,10/3/2020,1.0168,558,0.0305,*,*,*,10/3/2020,*,*,3S,,,parasites, Irregular spotting in eggs,
Emily & Murray,Min,6/3/2020,216f,58,8h20,37.91,24.35,8.0238,5.1819,0.6242,1.7861,8h55,13h00,1.3421,11/3/2020,*,*,*,*,0.0325,16/12/2020,1.3019,560,0.0309,*,*,*,17/12/2020,*,*,8,,,,,
Emily & Murray,Min,6/3/2020,342f,209,8h20,45.21,27.55,10.4034,6.7586,0.8022,2.4727,9h04,13h03,2.0393,11/3/2020,*,*,*,*,0.0437,15/12/2020,2.0069,470,0.0308,*,*,*,17/12/2020,*,*,4S,0.0113,missing 2 setaes,, Irregular spotting in eggs,
Emily & Murray,Min,6/3/2020,222f,126,8h20,41.01,25.84,11.7024,8.5591,0.6619,2.0860,9h11,13h06,2.6828,11/3/2020,*,*,*,*,0.0458,15/12/2020,2.6317,449,0.0304,*,*,*,17/12/2020,*,*,3S,,,, Irregular spotting in eggs,
Emily & Murray,Min,6/3/2020,196f,35,8h20,51.97,32.89,17.8240,10.3728,1.4755,4.5768,9h24,13h06,2.6751,11/3/2020,*,*,*,*,0.0702,15/12/2020,2.6243,443,0.0300,*,*,*,16/12/2020,*,*,8,0.0194,lots of loose eggs,parasites,,
Emily & Murray,Min,6/3/2020,196f,123,8h20,39.91,26.46,11.7333,7.5322,0.8540,2.1906,9h30,13h08,2.0514,11/3/2020,*,*,*,*,0.0370,16/12/2020,2.0126,532,0.0312,*,*,*,17/12/2020,*,*,8,,,,,
Emily & Murray,Min,6/3/2020,261f,76,9h31,32.37,20.61,5.3042,3.1525,0.3286,1.5890,10h13,13h10,0.9367,11/3/2020,*,*,*,*,0.0227,11/3/2020,0.9079,554,0.0306,*,*,*,15/12/2020,*,*,8,,,,,
Emily,Min,6/3/2020,223f,275,9h31,38.99,24.36,6.6056,4.0447,0.6678,1.6607,10h19,13h13,1.2268,11/3/2020,*,*,*,*,0.0350,12/3/2020,1.1867,611,0.0317,*,*,*,12/3/2020,*,*,8,,,,,
Emily,Min,6/3/2020,325f,281,9h31,47.08,28.75,11.5611,7.1080,1.0579,2.7218,10h25,13h15,2.1832,11/3/2020,*,*,*,*,0.0433,12/3/2020,2.1306,540,0.0301,*,*,*,12/3/2020,*,*,6,,,,,
Emily,Min,6/3/2020,219f,52,9h31,31.58,20.23,6.0814,4.0200,0.2496,1.5059,10h33,13h12,1.3553,11/3/2020,*,*,*,*,0.0185,11/3/2020,1.3479,431,0.0290,*,*,*,11/3/2020,*,*,3S,,,parasites, Irregular spotting in eggs,
Emily & Murray,Min,6/3/2020,224f,132,9h31,37.67,23.98,10.4808,7.7780,0.5701,1.5328,10h39,13h17,2.3348,11/3/2020,*,*,*,*,0.0356,15/12/2020,2.3259,505,0.0305,*,*,*,16/12/2020,*,*,3S,0.0267,,, Irregular spotting in eggs,
Emily & Murray,Min,6/3/2020,222f,144,10h56,36.90,23.21,7.2063,4.4977,0.6492,1.7282,11h23,13h19,1.1803,11/3/2020,*,*,*,*,0.0323,16/12/2020,1.1471,559,0.0304,*,*,*,17/12/2020,*,*,8,,,,,
Emily,Min,6/3/2020,170f,186,10h56,42.17,26.86,9.5533,5.7742,0.7971,2.3186,11h29,13h21,1.7482,11/3/2020,*,*,*,*,0.0353,11/3/2020,1.7083,550,0.0299,*,*,*,12/3/2020,*,*,4,,lots of loose eggs,oily,,
Emily,Min,6/3/2020,207f,31,13h20,46.63,27.92,15.2680,9.3034,0.9130,3.0213,14h27,15h36,2.5714,11/3/2020,*,*,*,*,0.0533,11/3/2020,2.5660,506,0.0303,*,*,*,11/3/2020,*,*,4S,,lots of loose eggs,, Irregular spotting in eggs,
Emily & Murray,Min,6/3/2020,346f,32,14h26,42.20,27.54,13.1882,9.3103,0.0954,2.3622,14h57,15h50,2.5012,11/3/2020,*,*,*,*,0.0529,12/3/2020,2.4401,546,0.0306,*,*,*,12/3/2020,*,*,7,,lots of loose eggs,parasites,,
Emily & Murray,Min,6/3/2020,320f,67,14h26,49.59,31.33,23.2862,16.6315,1.5042,3.7052,15h04,15h52,4.3875,11/3/2020,*,*,*,*,0.0985,15/12/2020,4.3259,532,0.0305,*,*,*,16/12/2020,*,*,3S,0.0369,lots of loose eggs,, Irregular spotting in eggs,
Emily & Murray,Min,6/3/2020,206f,340,14h26,47.46,29.73,12.9819,8.1325,0.9632,2.8395,15h10,15h54,2.2877,11/3/2020,*,*,*,*,0.0442,15/12/2020,2.2598,521,0.0303,*,*,*,16/12/2020,*,*,4,0.0163,,,,
Emily & Murray,Min,6/3/2020,250f,3,14h26,43.05,25.84,7.1898,3.8750,0.8146,1.9887,15h16,15h55,1.0138,11/3/2020,*,*,*,*,0.0422,12/3/2020,0.9630,570,0.0309,*,*,*,12/3/2020,*,*,4S,,,, Irregular spotting in eggs,
Emily & Murray,Min,6/3/2020,211f,92,14h26,32.06,19.05,4.8200,2.6647,0.3815,1.1014,15h23,15h57,0.8077,11/3/2020,*,*,*,*,0.0159,15/12/2020,0.7959,555,0.0310,*,*,*,16/12/2020,*,*,4S,0.0041,,, Irregular spotting in eggs,
Emily & Murray,Min,6/3/2020,163f,178,10h56,37.35,25.67,12.5013,8.3941,0.5610,2.0638,11h37,13h24,2.3872,11/3/2020,*,*,*,*,0.0435,15/12/2020,2.3671,475,0.0310,*,*,*,17/12/2020,*,*,9,0.0234,,parasites,,
Emily & Murray,Min,6/3/2020,331f,42,10h56,42.91,28.28,10.5193,6.2443,0.9792,2.1621,11h42,13h16,1.9020,11/3/2020,*,*,*,*,0.0478,15/12/2020,1.8588,549,0.0301,*,*,*,16/12/2020,*,*,9,0.0046,,,,
Emily & Murray,Min,6/3/2020,247f,87,10h56,33.60,20.01,5.3723,3.1591,0.3536,1.1790,11h48,13h25,0.9252,11/3/2020,*,*,*,*,0.0158,15/12/2020,0.9149,519,0.0307,*,*,*,16/12/2020,*,*,3S,0.0055,,, Irregular spotting in eggs,
Emily & Murray,Min,6/3/2020,261f,26,13h20,33.07,21.15,6.8434,4.6284,0.3860,1.4114,13h57,15h23,1.3385,11/3/2020,*,*,*,*,0.0244,15/12/2020,1.3161,474,0.0306,*,*,*,16/12/2020,*,*,3S,0.002,,, Irregular spotting in eggs,
Emily & Murray,Min,6/3/2020,273f,162,13h20,47.26,30.39,20.6637,15.1077,1.1031,2.9730,14h03,15h28,4.2350,11/3/2020,*,*,*,*,0.0649,15/12/2020,4.1978,480,0.0303,*,*,*,16/12/2020,*,*,8,0.0277,,,,
Emily & Murray,Min,6/3/2020,205f,77,13h20,39.43,25.57,13.4010,10.0802,0.6070,1.7730,14h12,15h30,2.6668,11/3/2020,*,*,*,*,0.0374,15/12/2020,2.6517,470,0.0316,*,*,*,16/12/2020,*,*,8,0.0223,lots of loose eggs,parasites,,
Emily & Murray,Min,6/3/2020,88f,116,13h20,39.55,25.28,7.4609,4.3422,0.6615,1.8300,14h18,15h35,1.4351,11/3/2020,*,*,*,*,0.0308,15/12/2020,1.4132,488,0.0297,*,*,*,17/12/2020,*,*,4,0.0089,,,,
Emily & Murray,Min,12/3/2020,212f,78,8h13,43.02,29.11,15.3963,10.6518,1.0601,3.0234,8h46,11h34,2.5213,18/12/2020,*,*,*,*,0.0649,23/12/2020,2.4029,506,0.0301,*,*,*,4/1/2021,*,*,8,,,,,
Emily & Murray,Min,12/3/2020,249f,11,8h13,43.72,26.82,14.3424,9.9421,0.6703,2.6832,8h56,11h35,2.8362,18/12/2020,*,*,*,*,0.0633,23/12/2020,2.7479,507,0.0302,*,*,*,4/1/2021,*,*,8,,,,,
Emily & Murray,Min,12/3/2020,335f,28,8h13,44.13,27.70,12.9941,9.0455,0.7606,2.3299,9h06,11h37,2.8540,18/12/2020,*,*,*,*,0.0584,23/12/2020,2.7652,514,0.0306,*,*,*,4/1/2021,*,*,3S,,,parasites, Irregular spotting in eggs,
Emily & Murray,Min,12/3/2020,224f,130,8h13,35.98,23.71,5.9512,3.8728,0.4207,1.2490,9h10,11h39,1.2919,18/12/2020,*,*,*,*,0.0224,23/12/2020,1.2559,503,0.0299,*,*,*,4/1/2021,*,*,4,,,,,
Emily & Murray,Min,12/3/2020,198A1,80,8h13,41.09,24.85,8.4622,5.4232,0.6743,1.7959,9h15,11h40,1.6896,18/12/2020,*,*,*,*,0.0284,23/12/2020,1.6444,477,0.0308,*,*,*,4/1/2021,*,*,4,,,,,
Emily & Murray,Min,12/3/2020,184A3,327,9h15,41.47,26.76,9.5939,6.6183,0.7361,1.9318,9h43,11h42,1.9932,18/12/2020,*,*,*,*,0.0413,23/12/2020,1.9343,541,0.0307,*,*,*,4/1/2021,*,*,4,,missing 1 setae,,,
Emily & Murray,Min,12/3/2020,158f,119,9h15,43.62,29.52,13.1341,8.5228,0.8171,3.2309,9h56,11h32,1.7864,18/12/2020,*,*,*,*,0.0479,22/12/2020,1.7212,546,0.0305,*,*,*,23/12/2020,*,*,9,,,,,
Emily & Murray,Min,12/3/2020,220f,206,9h15,44.22,28.23,10.8227,6.2352,1.0906,2.9011,10h02,11h31,2.3045,18/12/2020,*,*,*,*,0.0544,*,2.2169,540,0.0300,*,*,*,4/1/2021,*,*,8,,,parasites,,
Emily & Murray,Min,12/3/2020,84A2,86,9h15,38.56,25.84,7.1223,4.2078,0.5123,1.7824,10h09,11h26,1.4260,18/12/2020,*,*,*,*,0.0250,23/12/2020,1.3881,567,0.0314,*,*,*,4/1/2021,*,*,NA,,lots of loose eggs,,Bouin's Dried,
Emily & Murray,Min,12/3/2020,313f,20,9h15,44.54,28.77,16.0739,9.1955,1.1148,2.9388,10h18,11h27,2.4172,18/12/2020,*,*,*,*,0.0574,22/12/2020,2.3388,528,0.0303,*,*,*,23/12/2020,*,*,8,,lots of loose eggs & deformed abdomen,,,
Emily & Murray,Min,12/3/2020,147f,87,10h42,38.90,25.11,8.6275,5.5687,0.6950,1.9118,11h02,13h05,1.4644,18/12/2020,*,*,*,*,0.0336,23/12/2020,1.4103,563,0.0310,*,*,*,4/1/2021,*,*,9,,,,,
Emily & Murray,Min,12/3/2020,273f,174,10h42,43.65,29.84,12.6022,7.8335,1.0405,2.6283,11h08,13h06,2.1904,18/12/2020,*,*,*,*,0.0471,23/12/2020,2.1171,535,0.0303,*,*,*,5/1/2021,*,*,8,,,,,
Emily & Murray,Min,12/3/2020,206f,383,10h42,36.79,22.75,6.9749,4.5819,0.4765,1.5702,11h13,13h08,1.2319,18/12/2020,*,*,*,*,0.0228,23/12/2020,1.1951,576,0.0313,*,*,*,4/1/2021,*,*,8,,missing 1/2 of a setae,,,
Emily & Murray,Min,12/3/2020,154f,74,10h42,10.50,26.12,8.2168,4.6856,0.7153,2.0656,11h18,13h10,1.4227,18/12/2020,*,*,*,*,0.0361,23/12/2020,1.3710,503,0.0302,*,*,*,4/1/2021,*,*,NF,,,,,
Emily,Min,12/3/2020,324f,36,10h42,37.85,24.86,10.2568,7.1706,0.5100,1.8940,11h25,13h12,2.1368,18/12/2020,*,*,*,*,0.0366,12/3/2021,2.0850,537,0.0301,*,*,*,12/3/2021,*,*,3,,missing 1 setae,parasites,,
Emily,Min,13/3/2020,243f,14,7h53,42.17,28.82,15.3456,11.6487,0.7613,2.5284,8h43,13h27,3.1931,18/12/2020,*,*,*,*,0.0522,17/3/2021,3.1028,456,0.0298,*,*,*,17/3/2021,*,*,8,,,parasites,,
Emily & Murray,Min,13/3/2020,240A2,96,7h53,41.14,26.28,8.4093,5.9037,0.7041,1.4938,8h55,13h27,1.7436,18/12/2020,*,*,*,*,0.0386,23/12/2020,1.6838,525,0.0303,*,*,*,4/1/2021,*,*,S,,,,,
Emily,Min,13/3/2020,150A2,47,7h53,39.04,25.01,7.1750,4.6914,0.5336,1.6036,8h59,13h29,1.5896,18/12/2020,*,*,*,*,0.0249,17/3/2021,1.5506,483,0.0308,*,*,*,17/3/2021,*,*,NA,,,,Bouin's dried,
Emily,Min,13/3/2020,163f,168,7h53,42.19,27.29,8.7627,5.4872,0.7593,2.1382,9h04,13h29,1.9610,18/12/2020,*,*,*,*,0.0327,17/3/2021,1.9099,506,0.0307,*,*,*,17/3/2021,*,*,4B,,,,big patches of stain,
Emily,Min,13/3/2020,228f,131,7h53,37.08,20.87,5.8605,4.1945,0.3604,0.9033,9h10,13h30,1.2660,18/12/2020,*,*,*,*,0.0173,15/3/2021,1.2343,514,0.0307,*,*,*,15/3/2021,*,*,4S,,abdomen not cut properly will affect height,, Irregular spotting in eggs,
Emily,Min,13/3/2020,174f,40,9h12,42.91,28.47,11.0644,7.5784,0.7551,2.4148,9h36,13h24,2.1687,18/12/2020,*,*,*,*,0.0401,15/3/2021,2.1002,550,0.0298,*,*,*,15/3/2021,*,*,7,,,,,
Emily,Min,13/3/2020,226f,39,9h12,43.96,25.33,9.2167,6.2145,0.7781,1.7091,9h41,13h10,1.9182,18/12/2020,*,*,*,*,0.0466,12/3/2021,1.8527,534,0.0304,*,*,*,12/3/2021,*,*,4,,broken abdomen,,,
Emily,Min,13/3/2020,233f,192,9h12,41.30,27.19,9.8611,6.6038,0.7895,1.9996,9h46,13h15,1.9599,18/12/2020,*,*,*,*,0.0335,12/3/2021,1.8997,517,0.0303,*,*,*,12/3/2021,*,*,6,,,,,
Emily,Min,13/3/2020,133f,95,9h12,41.15,26.58,9.8076,6.7341,0.8407,1.7750,9h50,13h06,1.9138,18/12/2020,*,*,*,*,0.0331,12/3/2021,1.8557,569,0.0299,*,*,*,12/3/2021,*,*,6,,,,,
Emily,Min,13/3/2020,179f,226,9h12,43.53,28.44,11.9448,6.9141,0.9266,2.8662,9h57,13h22,2.1195,18/12/2020,*,*,*,*,0.0423,12/3/2021,2.0515,502,0.0302,*,*,*,12/3/2021,*,*,8,,,,,
Emily,*,13/3/2020,113f,119,10h10,44.48,28.86,12.2794,8.3119,1.0049,2.5278,10h28,13h26,2.3810,18/12/2020,*,*,*,*,0.0518,18/3/2021,2.3105,515,0.0302,*,*,*,18/3/2021,*,*,4,,,,,
Emily,Min,13/3/2020,22f,18,10h10,40.60,26.30,8.7308,5.6495,0.7176,2.0019,10h32,13h58,1.7148,18/12/2020,*,*,*,*,0.0266,17/3/2021,1.6673,527,0.0303,*,*,*,17/3/2021,*,*,4,,,,,
Emily,*,13/3/2020,315f,257,10h10,45.77,28.63,11.3910,6.7715,0.9669,2.7797,10h38,13h59,2.1402,18/12/2020,*,*,*,*,0.0449,18/3/2021,2.0796,452,0.0299,*,*,*,18/3/2021,*,*,S,,,,,
Emily,Min,13/3/2020,48f,309,10h10,39.11,23.55,5.0594,2.8230,0.4504,1.2544,10h43,14h01,0.9913,18/12/2020,*,*,*,*,0.0172,17/3/2021,0.9607,584,0.0302,*,*,*,17/3/2021,*,*,NF,,,,,
Emily,*,13/3/2020,208f,13,10h10,38.35,24.04,8.9594,5.8889,0.5851,1.6850,10h50,14h03,1.6148,18/12/2020,*,*,*,*,0.0424,18/3/2021,1.5573,509,0.0307,*,*,*,18/3/2021,*,*,8,,,,,
Emily,Min,13/3/2020,228f,129,10h50,34.78,22.21,6.6667,4.5894,0.4507,1.2346,11h13,13h39,1.2410,18/12/2020,*,*,*,*,0.0243,18/3/2021,1.2107,543,0.0304,*,*,*,18/3/2021,*,*,8,,lots of loose eggs,,,
Emily,*,13/3/2020,258f,116,10h50,37.70,24.03,7.2991,4.4550,0.5588,1.8815,11h19,13h34,1.1402,18/12/2020,*,*,*,*,0.0215,17/3/2021,1.1041,555,0.0302,*,*,*,17/3/2021,*,*,8,,,,,
Emily,Min,13/3/2020,220f,203,10h50,44.01,27.70,12.5679,8.2748,0.8966,2.8758,11h26,13h35,2.3173,18/12/2020,*,*,*,*,0.0436,15/3/2021,2.2445,512,0.0305,*,*,*,15/3/2021,*,*,7,,,,,
Emily,Min,13/3/2020,212f,106,10h50,39.31,24.64,10.1549,6.2497,0.6182,1.9855,11h34,13h41,1.9509,18/12/2020,*,*,*,*,0.0334,17/3/2021,1.8992,562,0.0304,*,*,*,17/3/2021,*,*,3,,,,,
Emily,Min,13/3/2020,233f,133,10h50,37.90,22.42,12.0247,7.8566,0.5197,1.2783,11h38,13h37,2.4574,18/12/2020,*,*,*,*,0.0388,15/3/2021,2.3861,461,0.0309,*,*,*,15/3/2021,*,*,8,,lots of loose eggs & piece of abdomen missing,,,
Emily,Min,13/3/2020,16f,56,13h34,39.13,25.18,7.3629,4.7205,0.6687,1.7309,13h57,15h43,1.3972,18/12/2020,*,*,*,*,0.0328,18/32021,1.3484,570,0.0306,*,*,*,18/3/2021,*,*,NA,,,,Bouin's dried,
