"date","tow.id","tow.number","crab.number","sampler","process","carapace.width","abdomen.width","abdomen.height","shell.condition","egg.development","egg.weight","egg.colour","gonad.colour","egg.colour.L","egg.colour.a","egg.colour.b","egg.weight.sample","egg.count.sample","egg.weight.2","egg.weight.sample.2","egg.count.sample.2","date.measured","date.counting","start.time.counting","end.time.counting","rinse.start.time","rinse.end.time","comment.egg.development","comment.rinsing","comments.cleaning"
"2019-09-20","GP319F",1,14,"Emily & Murray","less clean",57.02,38.82,26.14,4,"",2.0879,2,"orange",38.87,29.6,37.41,0.0315,604,NA,NA,NA,"2019-12-18","","08:43:00","08:57:00","15:05:00","15:38:00","","",""
"2019-09-20","GP304F",2,94,"Renee & Emily","",62.19,43.91,31.17,4,"4",3.252,2,"",NA,NA,NA,0.0389,597,NA,NA,NA,"2019-11-26","2020-01-14","10:06:00","10:21:00","11:22:00","12:30:00","","morceaux de setae/pleopod plus gros a la base","very dirty"
"2019-09-20","GP304F",2,147,"Emily","",51.31,NA,NA,2,"8",1.1785,2,"",NA,NA,NA,0.0304,536,NA,NA,NA,"","2020-01-03","08:26:00","08:41:00","","","","",""
"2019-09-20","GP318F",3,125,"Emily","",66.58,NA,NA,4,"4",3.8636,1,"orange",45.42,27.68,46.1,0.0345,584,NA,NA,NA,"","","09:27:00","09:46:00","","","","",""
"2019-09-20","GP318F",3,126,"Emily","",46.69,NA,NA,2,"8",1.4266,2,"orange",38.14,26.34,38.61,0.0355,605,NA,NA,NA,"","2020-01-03","09:13:00","09:26:00","","","","",""
"2019-09-20","GP309F",4,64,"Emily","",50.79,NA,NA,2,"F",1.2845,2,"orange",46.44,30.67,48.55,0.0358,643,NA,NA,NA,"","","08:35:00","08:59:00","","","Fertilized but development not clear","",""
"2019-09-20","GP302F",5,152,"Murray","",53.05,NA,NA,2,"NF",1.0832,2,"orange",45.51,31.49,50.38,0.0293,538,NA,NA,NA,"","2019-12-17","14:16:00","14:53:00","","","Not fertilized","","oily & salt grains"
"2019-09-20","GP288F",6,128,"Emily","Min",62.05,39.3,24.59,1,"9",1.4976,NA,"",NA,NA,NA,0.0308,500,NA,NA,NA,"2020-03-13","2021-03-22","","","14:58:00","16:01:00","","",""
"2019-09-20","GP288F",6,130,"Emily","",64.11,NA,NA,4,"4",3.1915,1,"orange",44.66,27.9,44.82,0.0348,582,NA,NA,NA,"","2019-12-17","09:38:00","10:02:00","","","","","oily"
"2019-09-20","GP288F",6,131,"Emily & Murray","Weighed before counting",54.95,37.24,24.22,2,"4",1.3906,2,"orange",46.43,29.42,52.74,0.033,585,NA,NA,NA,"2019-12-16","2020-01-13","08:46:00","09:30:00","14:41:00","15:41:00","only 3 eggs in sample","",""
"2019-09-20","GP291F",7,30,"Emily","",48.61,NA,NA,3,"9",0.9607,2,"orange",36.34,26.83,29.7,0.0265,502,NA,NA,NA,"","","11:17:00","11:30:00","","","","",""
"2019-09-20","GP291F",7,89,"Emily","",63.14,NA,NA,2,"4",2.4292,2,"orange",45.95,29.75,50.84,0.0362,628,NA,NA,NA,"","","10:10:00","10:29:00","","","","","dropped "
"2019-09-20","GP296F",8,134,"Emily","",62.78,NA,NA,2,"4",2.0947,2,"orange",45.69,30.12,50.52,0.0348,661,NA,NA,NA,"2019-12-05","0019-12-13","10:14:00","10:34:00","","","","",""
"2019-09-20","GP297F",9,68,"Emily","",60.85,NA,NA,2,"",1.7133,2,"orange",40.92,25.34,43.63,0.0286,494,NA,NA,NA,"2019-12-06","0019-12-13","11:35:00","11:49:00","","","No vial","",""
"2019-09-20","GP307F",10,46,"Emily","",64.18,NA,NA,2,"7",2.2613,2,"orange",45.19,29.32,49.39,0.0308,601,NA,NA,NA,"2019-12-04","","10:32:00","10:53:00","","","","",""
"2019-09-21","GP305F",1,51,"Emily","",56.5,NA,NA,4,"8",2.5252,2,"orange",37.78,25.46,35.13,0.0431,693,NA,NA,NA,"","","16:07:00","16:30:00","","","","","salt grains"
"2019-09-21","GP305F",1,58,"Murray","",64.55,NA,NA,4,"8",1.2856,2,"",NA,NA,NA,0.0311,583,NA,NA,NA,"","0019-12-16","11:02:00","11:42:00","","","","","dropped"
"2019-09-22","GP299F",2,58,"Emily","less clean",68.31,50.39,30.35,4,"4",3.6088,1,"orange",43.41,23.98,46.62,0.0334,563,NA,NA,NA,"2019-12-17","","08:18:00","08:36:00","11:09:00","13:02:00","","","salt grains"
"2019-09-22","GP299F",2,58,"Emily","less clean",68.31,50.39,30.35,4,"",3.5898,1,"orange",43.41,23.98,46.62,0.0297,506,NA,NA,NA,"2019-12-17","","09:00:00","09:13:00","11:09:00","13:02:00","","",""
"2019-09-22","GP299F",2,230,"Emily","",50.03,NA,NA,2,"6",1.0969,2,"orange",44.88,30.86,51.02,0.0285,500,NA,NA,NA,"","0019-12-13","09:52:00","10:12:00","","","","",""
"2019-09-22","GP283F",3,134,"Emily","",52.37,NA,NA,2,"4",1.1586,2,"",NA,NA,NA,0.0335,594,NA,NA,NA,"","2019-12-13","13:27:00","13:51:00","","","","",""
"2019-09-22","GP283F",3,135,"Emily","",58.85,NA,NA,3,"10",1.5705,2,"orange",32.69,23.25,28.25,0.0275,561,NA,NA,NA,"","","09:32:00","09:52:00","","","","",""
"2019-09-22","GP274F",4,150,"Renee","",57.57,NA,NA,2,"4",1.294,2,"orange",46.61,30.71,52.01,0.0415,779,NA,NA,NA,"2019-11-26","","13:50:00","14:32:00","11:22:00","12:30:00","","",""
"2019-09-22","GP286F",5,118,"Murray","",64.99,NA,NA,2,"4",2.2634,2,"orange",45.15,29.86,50.35,0.0325,566,NA,NA,NA,"2019-12-06","","09:02:00","10:05:00","","","","",""
"2019-09-22","GP292F",6,76,"Murray","",65.33,NA,NA,3,"4",3.8401,1,"orange",47.04,27.74,51.09,0.0306,533,NA,NA,NA,"2019-12-06","","11:25:00","11:52:00","","","","",""
"2019-09-22","GP292F",6,77,"Emily","",60.8,NA,NA,2,"4",1.9765,2,"orange",45.66,26.63,49.62,0.0337,556,NA,NA,NA,"","0019-12-13","11:17:00","11:34:00","","","","",""
"2019-09-22","GP298F",7,17,"Emily","",62.71,NA,NA,4,"4",3.2979,2,"orange",41.15,28.02,43.57,0.0323,512,NA,NA,NA,"","","09:11:00","09:28:00","","","","",""
"2019-09-22","GP298F",7,18,"Murray","",67.05,NA,NA,2,"",2.3115,2,"orange",38.52,23.26,38.49,0.0318,583,NA,NA,NA,"2019-12-06","","10:35:00","11:16:00","","","Bouin's Dried","",""
"2019-09-22","GP289F",8,64,"Emily","",64.28,NA,NA,2,"4",2.3463,2,"orange",41.36,27.35,45.4,0.031,586,NA,NA,NA,"","","12:59:00","13:32:00","","","","",""
"2019-09-22","GP289F",8,68,"Murray","",57.27,NA,NA,4,"",1.438,2,"orange",39.74,21.53,41.1,0.0294,513,NA,NA,NA,"","","08:20:00","08:50:00","","","Bouin's Dried","",""
"2019-09-22","GP280F",9,75,"Emily","",50.84,NA,NA,3,"4",1.0275,1,"orange",46.29,25.43,49.11,0.0287,634,NA,NA,NA,"","0019-12-13","09:25:00","09:46:00","","","","",""
"2019-09-25","GP317F",2,42,"Emily","",54.71,NA,NA,4,"4",2.4357,2,"orange",44.9,26.73,44.74,0.0324,567,NA,NA,NA,"","0019-12-13","08:26:00","08:51:00","","","","",""
"2019-09-25","GP311F",3,32,"Emily","",68.38,NA,NA,3,"7",3.8771,2,"beige",46.56,28.28,51.35,0.0318,576,NA,NA,NA,"","","08:15:00","08:40:00","","","","",""
"2019-09-25","GP311F",3,35,"Murray","",61.49,NA,NA,2,"9",1.9764,2,"orange",40.4,25.61,42.99,0.0337,544,NA,NA,NA,"2019-12-09","","08:21:00","09:54:00","","","","",""
"2019-09-25","GP329F",5,24,"Emily","",64.42,NA,NA,4,"9",2.6318,2,"orange",37.99,24.1,30.82,0.03,542,NA,NA,NA,"","","14:51:00","15:12:00","","","","",""
NA,"GP294F",NA,42,"Emily & Murray","Min",NA,43.93,31.26,NA,"9",3.3286,NA,"",NA,NA,NA,0.0302,506,NA,NA,NA,"2020-03-02","2020-03-09","","","10:41:00","13:18:00","","lots of loose eggs","parasites"
