"date.sampled","start.time","date.measured","zone","location","vessel","sampler","latitude","longitude","depth","trap","crab.number","sex","shell.condition","carapace.width","chela.height","abdomen.width","egg.colour","eggs.remaining","gonad.colour","egg.details","missing.legs","maturity","barnacles","egg.colour.l","egg.colour.a","egg.colour.b","gonad.colour.l","gonad.colour.a","gonad.colour.b","hepato.colour.l","hepato.colour.a","hepato.colour.b","comment","crab.weight","gonad.weight","hepato.weight"
"2018-06-16","7:30","2018-06-17",12,"Banc Bradelle","CCGS Perley","R.ALLAIN/M.MORIYASU/K.LANDRY",4726.051,6307.9842,"76m",2,33,"F",4,62.9,NA,42.1,"dark orange",100,"orange","Eggs Orange Spot","**********","multiparous","",37.91,23.66,22.1,49.59,34.89,42.13,46.64,"8.190",27.37,"Dal  Egg #97",106.3,5.4103,5.6251
"2018-06-16","7:30","2018-06-17",12,"Banc Bradelle","CCGS Perley","R.ALLAIN/M.MORIYASU/K.LANDRY",4726.051,6307.9842,"76m",2,34,"F",4,56.6,NA,40.77,"light orange",100,"beige","Eggs Orange Spot","**********","multiparous","",48.62,28.83,39.7,57.7,9.7,20.7,43.06,"3.860",16.53,"Dal  Egg #100",80.6,1.2216,3.4457
"2018-06-16","7:30","2018-06-17",12,"Banc Bradelle","CCGS Perley","R.ALLAIN/M.MORIYASU/K.LANDRY",4726.051,6307.9842,"76m",2,35,"F",4,62.49,NA,42.13,"light orange",50,"light orange","Points noir orange","**********","multiparous","",44.26,25.84,34.88,49.79,10.44,16.21,44.77,"4.470",14.47,"Dal  Egg #103",91.8,1.7131,4.1571
"2018-06-16","7:30","2018-06-17",12,"Banc Bradelle","CCGS Perley","R.ALLAIN/M.MORIYASU/K.LANDRY",4726.051,6307.9842,"76m",2,36,"F",4,58.23,NA,41.91,"light orange",100,"beige","Eggs Orange Spot","**********","multiparous","",43.99,29.54,35.46,60.99,6.55,19.95,39.84,"4.740",18.8,"Dal  Egg #106",80.4,1.0754,2.8187
"2018-06-16","7:30","2018-06-17",12,"Banc Bradelle","CCGS Perley","R.ALLAIN/M.MORIYASU/K.LANDRY",4726.051,6307.9842,"76m",2,37,"F",4,62.5,NA,44.28,"light orange",90,"light orange","Eggs Orange Spot","**********","multiparous","",48.33,29.24,39.2,54.42,17.11,27.26,45.37,"7.550",27.85,"Dal  Egg #109",88,1.6624,4.8199
"2018-06-16","7:30","2018-06-17",12,"Banc Bradelle","CCGS Perley","R.ALLAIN/M.MORIYASU/K.LANDRY",4726.051,6307.9842,"76m",2,38,"F",4,67.35,NA,46.29,"light orange",100,"beige","Point orange et noir","**********","multiparous","",47.8,28.82,39.14,60.75,6.33,18.93,45.71,"3.580",19.81,"Dal  Egg #112",NA,1.9062,4.3888
"2018-06-16","7:30","2018-06-17",12,"Banc Bradelle","CCGS Perley","R.ALLAIN/M.MORIYASU/K.LANDRY",4726.051,6307.9842,"76m",2,39,"F",4,56.23,NA,37.49,"light orange",100,"light orange","Eggs Orange Spot","**********","multiparous","",52.18,31.47,44.42,59.94,17.49,30.6,57.25,"2.380",29.5,"Dal  Egg #115",79.1,1.531,3.3655
"2018-06-16","7:30","2018-06-17",12,"Banc Bradelle","CCGS Perley","R.ALLAIN/M.MORIYASU/K.LANDRY",4726.051,6307.9842,"76m",2,40,"F",4,55.48,NA,39.56,"light orange",100,"beige","Eggs Orange Spot","**********","multiparous","",50.54,30.58,43.22,60.64,5.58,21.9,27.89,"5.180",3.78,"Dal  Egg #118",64,1.0419,2.2862
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,41,"F",4,62.89,NA,44.51,"dark orange",100,"light orange","","**********","multiparous","+",45.81,23.56,30,57.32,18.21,33.85,33.54,"9.040",10.41,"",105.6,1.6584,6.5097
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,42,"F",4,63.26,NA,44.78,"orange",100,"orange","","**********","multiparous","1",42.59,23.39,25.66,55.11,34.46,47.41,52.54,"7.410",23.24,"",123.5,6.2291,7.0319
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,43,"F",4,67.66,NA,48.44,"dark orange",100,"orange","","**********","multiparous","+",43.47,20.21,21.71,57.74,31.58,50.04,45.74,"6.820",16.41,"",139.9,6.8396,8.1182
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,44,"F",4,60.81,NA,43.08,"dark orange",100,"orange","","*1********","multiparous","1",42.39,19.79,21.97,56.4,32.55,48.33,48.53,"7.660",21.22,"",98.3,5.1316,4.2698
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,45,"F",4,52.59,NA,37.65,"light orange",100,"orange","","******1***","multiparous","",47.88,20.88,25.99,54.81,32.8,44.12,53.51,"5.900",25.78,"",70.4,3.3409,3.9792
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,46,"F",3,55.41,NA,38.43,"dark orange",100,"orange","","**********","multiparous","3",46.32,26.97,24.7,58.85,26.12,42.07,49.64,"7.350",18.26,"",76.5,1.967,5.2352
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,47,"F",4,64.72,NA,42.86,"dark orange",100,"orange","","**********","multiparous","+",45.52,22.02,23.75,54.09,31.19,42.19,52.38,"6.840",21.71,"",126.8,6.4475,7.0953
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,48,"F",4,60.65,NA,44.04,"dark orange",100,"orange","","**********","multiparous","",43.72,20.64,21.68,55.81,31.2,45.58,47.89,"7.990",23.34,"",112,4.7614,6.0518
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,49,"F",4,67.53,NA,48.13,"dark orange",100,"orange","","**********","multiparous","",44.34,19.73,23.38,51.58,31.67,29.87,48.42,"",18.47,"",163,8.0817,9.1871
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,50,"F",2,49.62,NA,34.63,"dark orange",100,"orange","5% With eyes / Primipare","*1********","multiparous","",45.6,20.67,25.91,55.34,32.55,48.06,54.66,"5.600",21.36,"",52,2.8498,3.7832
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,51,"F",2,46.84,NA,30.98,"dark orange",75,"orange","Primipare","**********","multiparous","",48.01,27.02,36.06,54.25,29.65,38.56,42.06,"8.430",19.25,"",36,0.7957,2.8234
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,52,"F",2,48.35,NA,31.5,"light orange",100,"orange","Primipare","**********","multiparous","",46.03,24.52,26.97,51.05,34.79,41.32,54.76,"7.370",28.41,"",48.6,3.2537,3.8796
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,53,"F",2,51.65,NA,35.21,"dark orange",100,"orange","","**********","multiparous","",45.18,22.03,25.8,53.94,35.26,44.61,57.06,"5.370",27.03,"",61.2,3.3112,3.8006
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,54,"F",4,64.35,NA,46.3,"light orange",100,"light orange","","**********","multiparous","",48.28,23.83,28.82,60.24,23.03,38.22,46.63,"7.720",14.62,"",113.3,1.8033,7.5669
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,55,"F",4,64.66,NA,42.5,"dark orange",50,"orange","","**********","multiparous","+",46.68,27.35,36.22,56.17,28.24,43.4,43.55,"8.750",16.12,"",93.8,1.7718,8.1006
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,56,"F",4,63.04,NA,44.31,"dark orange",100,"orange","","****1*****","multiparous","",40.61,18.47,19.82,56.1,23.73,40.11,39.23,"8.270",9.66,"",102.3,3.0003,5.9782
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,57,"F",4,60.98,NA,40.79,"dark orange",100,"orange","","1**7**1**1","multiparous","+",38.56,22.39,15.84,54.36,34.48,47.96,41,"7.62",12.63,"",83.1,3.8433,4.9725
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,58,"F",4,65.44,NA,43.98,"light orange",100,"light orange","","***1*****1","multiparous","",46.03,25.34,29.65,59.45,15.23,30.66,45.72,"7.93",13.64,"",123.9,2.1116,7.3296
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,59,"F",4,65.18,NA,47.11,"dark orange",100,"light orange","","**********","multiparous","",45.94,29.1,25.57,59.36,25.66,42.33,46.73,"7.76",20.1,"",134.8,2.2332,6.4676
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,60,"F",2,55.35,NA,35.87,"dark orange",100,"orange","Primipare","**11******","multiparous","",40.72,25.51,15.93,52.79,39.31,48.01,53.68,"8.97",27.16,"",56.8,3.4374,3.8248
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,61,"F",4,64.36,NA,45.82,"dark orange",100,"light orange","","**********","multiparous","+",47.68,24,30.42,61.13,21.29,39.08,37.29,"6.95",8.15,"",135,2.103,6.4693
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,62,"F",4,47.15,NA,33.25,"dark orange",100,"orange","","**********","multiparous","",43.44,28.13,27.6,53.83,31.89,42.7,47.5,"7.74",21.27,"",42.4,0.9546,2.9644
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,63,"F",4,62.84,NA,43.47,"dark orange",100,"orange","","1*1*******","multiparous","",39.79,23.31,19.03,58.46,29.09,47.63,48.24,"6.82",17.43,"",110.6,3.4196,6.1642
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,64,"F",4,67.11,NA,47.71,"dark orange",100,"light orange","","**********","multiparous","",41.42,25.36,24.1,55.9,22.92,33.92,40.77,"10.72",8.51,"",132.8,2.5,8.3412
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,65,"F",4,61.79,NA,41.76,"dark orange",25,"orange","","*1********","multiparous","",40.04,21.35,15.67,58.79,27.02,46.95,40.53,"7.76",9.57,"",81.4,2.6285,5.0892
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,66,"F",4,60.44,NA,41.96,"dark orange",25,"beige","Sinile","**********","multiparous","+",39.14,18,15.07,57.09,9.02,25.75,32.03,"8.79",6.26,"",80.6,0.8729,3.6856
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,67,"F",3,56.03,NA,34.48,"dark orange",100,"orange","Primipare?","***1******","multiparous","",44.04,22.98,25.19,53.58,36.66,45.99,54.24,"7.53",27.44,"",71.9,3.6919,4.8765
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,68,"F",4,48.28,NA,31.52,"dark orange",100,"orange","","1****1***1","multiparous","",40.99,17.68,18.04,57.24,31.33,48.45,46.47,"8.56",21.74,"",56.7,2.5909,2.6121
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,69,"F",4,57.38,NA,39.57,"dark orange",100,"orange","","********7*","multiparous","2",41.24,18.55,21.65,56.73,27.61,45.98,46.33,"6.66",15.31,"",84.8,3.6682,5.0483
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,70,"F",4,58.64,NA,41.33,"dark orange",100,"orange","","*********2","multiparous","",42.93,21.2,18.56,54.07,35.06,45.88,50.15,"7.94",24.72,"",112.4,5.4041,6.0556
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,71,"F",3,52.22,NA,33.98,"dark orange",100,"orange","Spiro / Primipare?","1**********","multiparous","",44.62,23.17,28.33,53.36,35.2,46.57,50.78,"6.58",24.17,"",61,3.914,3.0997
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,72,"F",4,52.27,NA,33.61,"dark orange",100,"orange","","**********","multiparous","3",46.07,27.83,31.84,49.54,20.62,22.19,52.72,"8.02",24.87,"",65.2,1.3035,4.8846
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,73,"F",4,44.69,NA,30.96,"dark orange",100,"orange","","****1*****","multiparous","1",43.43,21.78,28.22,53.5,33.47,44.21,56.62,"7.64",32.69,"",48.1,2.1946,1.973
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,74,"F",4,63.96,NA,46.22,"dark orange",100,"orange","","**********","multiparous","",43.64,22.17,24.88,58.18,29.69,46.9,48.05,"7.73",16.44,"",127.4,5.0746,7.9467
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,75,"F",4,70.19,NA,48.37,"dark orange",100,"light orange","","**********","multiparous","",49.25,27.86,39.11,57.09,21.24,37.97,43.98,"9.27",18.32,"",137.2,2.907,8.5611
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,76,"F",4,69.55,NA,48.05,"dark orange",100,"orange","No Gonad / No Hepato Color","**********","multiparous","",NA,NA,NA,NA,NA,NA,NA,"",NA,"No colorimetre",140.1,8.525,7.7261
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,77,"F",4,70.68,NA,48.96,"dark orange",100,"orange","","**********","multiparous","2",40.38,24.3,19.99,53.2,36.61,47.22,45.83,"8.57",19.83,"",135.2,7.5436,7.5618
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,78,"F",4,77.73,NA,54.03,"light orange",100,"light orange","","**********","multiparous","4",49.59,23.86,36.37,59.91,13.84,30.31,43.56,"6.75",9.35,"",187.1,2.9502,8.0506
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,79,"F",4,72.01,NA,47.32,"dark orange",100,"orange","","*******1**","multiparous","+",40.72,26.92,23.5,52.81,32.9,45.85,44.81,"7.39",15.88,"",151.4,6.6188,8.8411
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,80,"F",4,65.79,NA,46.54,"dark orange",100,"orange","","1*****1***","multiparous","",40.12,21.35,17.01,56.45,27.8,44.74,42.31,"8.7",12.51,"",99.9,3.7663,6.6893
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,81,"F",4,75.24,NA,52.74,"dark orange",100,"orange","","**********","multiparous","",48.98,29.39,34.09,58.57,29.15,45.57,43.23,"8.71",13.29,"",158.7,4.3484,9.7872
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,82,"F",4,67.25,NA,44.64,"dark orange",100,"orange","","**********","multiparous","+",42.47,25.13,20.22,54.64,34.04,48.64,47.32,"7.73",18.42,"Dactyle G2",138.2,5.2992,7.4048
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,83,"F",4,65.31,NA,43.51,"dark orange",100,"orange","","1***1****1","multiparous","+",41.18,22.6,19.54,57.18,26.33,44.57,38.03,"8.37",9.22,"",106.4,3.0347,4.7314
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,84,"F",4,86.31,NA,50.85,"dark orange",100,"orange","","**1*******","multiparous","+",39.89,22.44,21.47,56.07,28.74,44.61,37.07,"8.61",6.55,"",197.7,5.6523,10.0797
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,85,"F",4,70.01,NA,48.8,"dark orange",100,"light orange","","********1*","multiparous","",49.66,23.69,35.89,60.08,16.43,34.68,37.58,"8.94",9.61,"",130.3,2.1511,7.2822
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,86,"F",4,72.52,NA,49.93,"dark orange",100,"orange","","**********","multiparous","",46,19.45,26.01,55,30.83,44.44,50.81,"7.51",17.21,"",179.3,8.7651,9.2981
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,87,"F",4,53.92,NA,35.89,"dark orange",100,"orange","","**********","multiparous","",45.8,26.66,25.73,55.73,30.02,42.47,50.45,"7.95",19.61,"",72.8,1.8951,5.1133
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,88,"F",4,69.84,NA,48.51,"dark orange",100,"light orange","","**********","multiparous","",48.52,23.38,30.86,61.59,15.06,34,37.3,"7.71",8.17,"",129.3,2.076,7.2221
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,89,"F",4,69.99,NA,43.65,"dark orange",100,"orange","","********2*","multiparous","+",42.68,22.53,21.05,55.9,34.24,48.83,41.84,"8.28",11.41,"",118.6,3.9767,7.1276
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,90,"F",4,59.73,NA,40.22,"dark orange",100,"orange","","*********1","multiparous","4",48.33,27.86,31.43,56.23,31.49,44.47,42.45,"6.42",8.12,"",80.9,1.9754,6.0867
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,91,"F",4,57.9,NA,40.44,"dark orange",100,"orange","","**********","multiparous","",44.13,22.83,19.93,55.86,32.21,47.87,51.71,"6.63",20.04,"",88.8,4.6854,5.5833
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,92,"F",4,63.5,NA,42.31,"dark orange",100,"light orange","","**********","multiparous","",46.63,30.08,31.22,56.35,18.12,31.16,47.73,"8.62",16.47,"",95.7,1.4422,6.3782
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,93,"F",4,69.93,NA,47.76,"dark orange",100,"orange","","*1**1*****","multiparous","1",44.21,23.72,22.18,56.71,32.35,45.88,48.38,"7.35",13.93,"",142.6,6.8168,9.0091
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,94,"F",4,59.89,NA,40.93,"dark orange",100,"orange","","****2*****","multiparous","",42.57,21.89,18.51,56.18,33.49,47.03,49.95,"8.92",17.89,"",102.2,5.4572,6.2394
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,95,"F",4,66.23,NA,44.01,"dark orange",100,"light orange","","**********","multiparous","1",48.85,25.75,32.85,57.3,16.4,31.28,39.35,"9.05",9.67,"",120.7,2.1828,7.9522
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,96,"F",4,65.08,NA,44.38,"dark orange",100,"orange","","*********7","multiparous","1",43.12,20.25,19.39,55.2,33.24,44.55,52.3,"7.07",18.61,"",133.6,8.037,7.0782
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,97,"F",4,54.54,NA,38.88,"dark orange",100,"orange","","2*********","multiparous","",44.13,25.01,20.28,56.06,34.1,46.18,52.44,"7.22",16.55,"",82,3.6754,5.556
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,98,"F",4,61.59,NA,43.99,"dark orange",100,"orange","Gonad Point Noire","**********","multiparous","",41.59,24.59,17.94,54.21,35.54,46.81,47.45,"11.2",25.04,"",112.7,5.0847,6.5736
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,99,"F",4,66.92,NA,44.48,"dark orange",100,"orange","","**********","multiparous","1",43.64,22.29,21.15,54.07,30.31,44.62,46.28,"8.94",16.96,"",143.3,5.3157,7.7895
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,100,"F",4,69.13,NA,48.25,"dark orange",100,"light orange","","**********","multiparous","1",47.14,23.37,26.84,60.52,20.78,35.74,44.51,"8.64",13.08,"",158.2,2.3876,7.4625
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,101,"F",4,64.07,NA,43.3,"dark orange",100,"orange","","**********","multiparous","",43.52,22.31,19.53,57.58,31.41,47.63,48.28,"8.25",16.04,"",117.7,6.7657,6.1836
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,102,"F",4,63.2,NA,42.72,"dark orange",100,"light orange","","**********","multiparous","",44.13,24.11,27.68,60.52,14.29,31.13,43.66,"8.67",10.86,"",92.7,1.346,5.5689
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,103,"F",4,61.17,NA,41.62,"dark orange",100,"orange","","*******1**","multiparous","1",45.64,24.03,23.11,56.46,32.39,45.8,53.85,"6.93",17.66,"",110.2,4.443,6.2173
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,104,"F",4,66.3,NA,44.13,"dark orange",100,"light orange","","*****1***1","multiparous","1",48.23,25.7,26.17,59.3,24.61,39.91,42.66,"7.41",15.42,"",109,2.4443,6.9366
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,105,"F",4,70,NA,44.11,"dark orange",100,"light orange","","****1**7**","multiparous","",44.64,25.99,25.96,58.11,17.96,35.64,39.08,"9.65",11.14,"",118,1.6111,6.8782
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,106,"F",4,75.71,NA,52.89,"dark orange",100,"orange","","****7*****","multiparous","1",42.01,20.84,18.21,54.54,29.58,44.97,41.49,"8.68",10.3,"",206,7.5324,9.9611
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,107,"F",4,77.11,NA,55.34,"dark orange",100,"orange","","**********","multiparous","1",43.66,20.44,20.57,59.74,28.33,46.35,45.17,"6.02",9.94,"",211.9,7.1727,10.9784
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,108,"F",4,65.92,NA,47.09,"dark orange",90,"light orange","","**********","multiparous","3",48.82,27.69,30.43,57.99,21.44,38.67,41.82,"8.07",17.17,"",121.2,2.0974,7.3664
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,109,"F",4,72.01,NA,50.85,"dark orange",100,"orange","","**********","multiparous","1",46.14,23.16,25.91,56.13,32.99,45.24,46.28,"5.97",8.28,"",160.4,6.9219,9.8095
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,110,"F",4,71.69,NA,49.24,"dark orange",100,"light orange","","******1***","multiparous","",45.62,24.69,24.6,60.47,23.23,40.02,41.06,"* ",7.02,"",155,2.4227,9.5071
